"Cava Manara-Cava Carbonara";1883;5713,212515
"Modena-Mirandola";1883;44723,510216
"Parma-Guastalla-Suzzara";1883;60762,818792
"Ferrara-Argenta";1883;46708,34882
"Ofantino-Margherita di Savoia";1884;6179,184705
"Frascati (vecchia staz. abbandonata)-Frascati";1884;4168,617373
"Laveno-Gallarate";1884;45309,962846
"Albano Laziale-Cecchina";1884;5415,933287
"Cecchina-Nettuno";1884;42241,727703
"Cornuda-Treviso";1884;37357,801164
"Belluno-Cornuda";1886;82896,78511
"Cavezzo-Finale";1884;29448,994345
"Colorno-Parma";1884;21685,522176
"Mezzani Rondani-Colorno";1886;6434,420521
"Casalmaggiore-Mezzani Rondani";1887;5570,920961
"Piadena-Casalmaggiore";1884;22207,411186
"Giulianova-Teramo";1884;34109,924319
"Vedano Olona-Malnate";1884;2988,871549
"Malnate-Varese Nord";1885;6183,897549
"Varese Nord-Laveno Nord";1886;32574,476659
"Orta Miasino-Gozzano";1884;9117,992778
"Gravellona Toce-Orta Miasino";1887;22880,82498
"Ravenna-Cervia";1884;29965,751145
"Cervia-Cesenatico";1886;10771,567097
"Cesenatico-Rimini";1889;29785,747227
"Fossano-Mondovì";1884;32114,191493
"Adria-Loreo";1884;15663,087525
"Loreo-Chioggia";1887;28635,355233
"Matelica-Albacina";1884;16530,375224
"Castelraimondo Camerino-Matelica";1885;9818,555827
"S. Severino Marche-Castelraimondo Camerino";1886;15727,461648
"Macerata-San Severino Marche";1888;39023,651391
"Pausula-Macerata";1886;7553,845722
"Portocivitanova-Pausola";1884;29370,254633
"Grignasco-Romagnamo Sesia";1884;10848,401119
"Borgosesia-Grignasco";1885;7992,918423
"Varallo Sesia-Borgosesia";1886;18027,495854
"Menaggio-Porlezza";1884;17183,774391
"Ponte Tresa-Luino";1885;17667,903079
"Napoli Corso Garibaldi-Nola";1884;33759,146618
"Nola-Baiano";1885;15029,476173
"Arce-Roccasecca";1884;10930,532222
"Mandela Sambuci-Tivoli";1884;18558,575241
"Cineto Romano-Mandela Sambuci";1885;5462,247294
"Zollino-Nardò Centrale";1884;23019,915547
"Nardò-Gallipoli (st.)";1885;21327,996414
"Bergamo-Ponte di Nossa-Ponte di Selva";1884;39458,493347
"Torrebelvicino-Schio-Arsiero";1885;32001,864726
"Poggibonsi-Colle Val d'Elsa";1885;10119,662897
"Cancello-Torre Annunziata (st. c.)";1885;40154,172769
"Castellammare di Stabia-Gragnano";1885;6097,923374
"Sondrio-Colico (st.)";1885;58659,423971
"Brescia-Iseo (Via Monterotondo)";1885;33502,195995
"S. Donà di Piave-Mestre";1885;47315,238771
"Portogruaro-S. Donà di Piave";1886;37738,87373
"Foggia-Manfredonia";1885;47724,504369
"Motta di Livenza-Treviso (st. c.)";1885;47952,87317
"Ivrea-Donnaz";1885;26647,381838
"Donnaz-Aosta";1886;67522,144584
"Taranto (st.)-Latiano";1886;62622,297002
"Latiano-Mesagne";1886;9485,476979
"Mesagne-Brindisi (st.)";1886;19140,049637
"Città di Castello-Fossato";1886;98660,523348
"Arezzo-Anghiari";1886;52658,081383
"Anghiari-Città di Castello";1886;31138,981214
"Porto d'Ascoli-Ascoli Piceno";1886;37683,130962
"Venafro-Caianello Vairano";1886;26976,827286
"Rocca Ravindola-Venafro";1886;9991,259039
"Cividale-Udine";1886;21104,017142
"Montebelluna-Camposampiero";1886;39508,292951
"Villafrati-Corleone";1886;42231,702068
"Palermo (S. Erasmo)-Villafrati";1886;42421,698476
"Viterbo (Porta Fiorentina)-Attigliano";1886;53512,626533
"Chiavenna-Colico";1886;37400,034546
"Bagnolo in Piano-Novellara";1886;14431,514239
"Reggio Emilia-Bagnolo in Piano";1886;11059,578379
"Bagnolo in Piano-Correggio";1886;11668,890992
"Sicignano-Sala Consilina";1886;53395,892959
"Fognano-Marradi";1888;24231,778224
"Faenza-Fognano";1887;23706,826776
"S. Felice sul Panaro-Crevalcore";1889;18006,362013
"Persiceto-Bologna (st. c.)";1887;28784,2572
"Crevalcore-Persiceto";1888;12956,09564
"Cefalù-Bivio Fiumetorto";1887;29645,549578
"Castelrosso-Casale Popolo";1887;58076,083895
"Novellara-Guastalla";1887;13923,391774
"Basaluzzo-Frugarolo";1887;13392,597034
"Budrio-Medicina";1887;14248,508619
"Bologna-Budrio";1887;22091,778641
"Molinella-Portomaggiore";1887;20408,910026
"Budrio-Molinella";1887;23221,849228
"Medicina-Massalombarda";1887;21097,018309
"Massalombarda-Lugo";1888;10908,195653
"Lavezzola-Massalombarda";1889;19170,297468
